CVEGEO,NOM_ENT,NOMGEO,NOMGEO2,NOM_ENT2
02002,Baja California,Mexicali,mexicali,baja california
08058,Chihuahua,San Francisco de Conchos,san francisco de conchos,chihuahua
07102,Chiapas,Tuxtla Chico,tuxtla chico,chiapas
07105,Chiapas,Unión Juárez,union juarez,chiapas
08010,Chihuahua,Buenaventura,buenaventura,chihuahua
08051,Chihuahua,Ocampo,ocampo,chihuahua
05032,Coahuila de Zaragoza,San Juan de Sabinas,san juan de sabinas,coahuila de zaragoza
07092,Chiapas,Tecpatán,tecpatan,chiapas
07040,Chiapas,Huixtla,huixtla,chiapas
07043,Chiapas,Ixtacomitán,ixtacomitan,chiapas
07051,Chiapas,Mapastepec,mapastepec,chiapas
07053,Chiapas,Mazapa de Madero,mazapa de madero,chiapas
07055,Chiapas,Metapa,metapa,chiapas
07100,Chiapas,Tumbalá,tumbala,chiapas
07111,Chiapas,Zinacantán,zinacantan,chiapas
08061,Chihuahua,Satevó,satevo,chihuahua
09009,Ciudad de México,Milpa Alta,milpa alta,ciudad de mexico
04009,Campeche,Escárcega,escarcega,campeche
08033,Chihuahua,Huejotitán,huejotitan,chihuahua
08038,Chihuahua,Julimes,julimes,chihuahua
08039,Chihuahua,López,lopez,chihuahua
06009,Colima,Tecomán,tecoman,colima
07068,Chiapas,Pichucalco,pichucalco,chiapas
07062,Chiapas,Ostuacán,ostuacan,chiapas
07085,Chiapas,Soyaló,soyalo,chiapas
01003,Aguascalientes,Calvillo,calvillo,aguascalientes
07099,Chiapas,La Trinitaria,la trinitaria,chiapas
08064,Chihuahua,El Tule,el tule,chihuahua
05005,Coahuila de Zaragoza,Candela,candela,coahuila de zaragoza
09010,Ciudad de México,Álvaro Obregón,alvaro obregon,ciudad de mexico
10004,Durango,Cuencamé,cuencame,durango
05030,Coahuila de Zaragoza,Saltillo,saltillo,coahuila de zaragoza
06010,Colima,Villa de Álvarez,villa de alvarez,colima
05019,Coahuila de Zaragoza,Morelos,morelos,coahuila de zaragoza
05011,Coahuila de Zaragoza,General Cepeda,general cepeda,coahuila de zaragoza
05024,Coahuila de Zaragoza,Parras,parras,coahuila de zaragoza
07059,Chiapas,Ocosingo,ocosingo,chiapas
08046,Chihuahua,Morelos,morelos,chihuahua
10008,Durango,Guadalupe Victoria,guadalupe victoria,durango
07005,Chiapas,Amatán,amatan,chiapas
07041,Chiapas,La Independencia,la independencia,chiapas
05026,Coahuila de Zaragoza,Progreso,progreso,coahuila de zaragoza
07104,Chiapas,Tzimol,tzimol,chiapas
08002,Chihuahua,Aldama,aldama,chihuahua
08004,Chihuahua,Aquiles Serdán,aquiles serdan,chihuahua
07032,Chiapas,Escuintla,escuintla,chiapas
04012,Campeche,Seybaplaya,seybaplaya,campeche
07056,Chiapas,Mitontic,mitontic,chiapas
05015,Coahuila de Zaragoza,Juárez,juarez,coahuila de zaragoza
08041,Chihuahua,Maguarichi,maguarichi,chihuahua
04011,Campeche,Candelaria,candelaria,campeche
05025,Coahuila de Zaragoza,Piedras Negras,piedras negras,coahuila de zaragoza
07034,Chiapas,Frontera Comalapa,frontera comalapa,chiapas
04003,Campeche,Carmen,carmen,campeche
02006,Baja California,San Quintín,san quintin,baja california
07071,Chiapas,Villa Comaltitlán,villa comaltitlan,chiapas
08045,Chihuahua,Meoqui,meoqui,chihuahua
08059,Chihuahua,San Francisco del Oro,san francisco del oro,chihuahua
08060,Chihuahua,Santa Bárbara,santa barbara,chihuahua
05006,Coahuila de Zaragoza,Castaños,castanos,coahuila de zaragoza
05031,Coahuila de Zaragoza,San Buenaventura,san buenaventura,coahuila de zaragoza
07042,Chiapas,Ixhuatán,ixhuatan,chiapas
07077,Chiapas,Salto de Agua,salto de agua,chiapas
08005,Chihuahua,Ascensión,ascension,chihuahua
08062,Chihuahua,Saucillo,saucillo,chihuahua
02003,Baja California,Tecate,tecate,baja california
02004,Baja California,Tijuana,tijuana,baja california
04002,Campeche,Campeche,campeche,campeche
05022,Coahuila de Zaragoza,Nava,nava,coahuila de zaragoza
07044,Chiapas,Ixtapa,ixtapa,chiapas
07073,Chiapas,Rayón,rayon,chiapas
10007,Durango,Gómez Palacio,gomez palacio,durango
04010,Campeche,Calakmul,calakmul,campeche
07021,Chiapas,Copainalá,copainala,chiapas
09013,Ciudad de México,Xochimilco,xochimilco,ciudad de mexico
01010,Aguascalientes,El Llano,el llano,aguascalientes
09003,Ciudad de México,Coyoacán,coyoacan,ciudad de mexico
07114,Chiapas,Benemérito de las Américas,benemerito de las americas,chiapas
07018,Chiapas,Coapilla,coapilla,chiapas
01002,Aguascalientes,Asientos,asientos,aguascalientes
07022,Chiapas,Chalchihuitán,chalchihuitan,chiapas
08036,Chihuahua,Jiménez,jimenez,chihuahua
03002,Baja California Sur,Mulegé,mulege,baja california sur
08026,Chihuahua,Gran Morelos,gran morelos,chihuahua
08042,Chihuahua,Manuel Benavides,manuel benavides,chihuahua
05012,Coahuila de Zaragoza,Guerrero,guerrero,coahuila de zaragoza
07009,Chiapas,Arriaga,arriaga,chiapas
07088,Chiapas,Sunuapa,sunuapa,chiapas
10013,Durango,Mapimí,mapimi,durango
07093,Chiapas,Tenejapa,tenejapa,chiapas
09004,Ciudad de México,Cuajimalpa de Morelos,cuajimalpa de morelos,ciudad de mexico
10019,Durango,Otáez,otaez,durango
04008,Campeche,Tenabo,tenabo,campeche
09017,Ciudad de México,Venustiano Carranza,venustiano carranza,ciudad de mexico
07050,Chiapas,La Libertad,la libertad,chiapas
08034,Chihuahua,Ignacio Zaragoza,ignacio zaragoza,chihuahua
05023,Coahuila de Zaragoza,Ocampo,ocampo,coahuila de zaragoza
08016,Chihuahua,La Cruz,la cruz,chihuahua
07052,Chiapas,Las Margaritas,las margaritas,chiapas
07063,Chiapas,Osumacinta,osumacinta,chiapas
07094,Chiapas,Teopisca,teopisca,chiapas
08040,Chihuahua,Madera,madera,chihuahua
07028,Chiapas,Chiapilla,chiapilla,chiapas
06008,Colima,Minatitlán,minatitlan,colima
05008,Coahuila de Zaragoza,Escobedo,escobedo,coahuila de zaragoza
09005,Ciudad de México,Gustavo A. Madero,gustavo a. madero,ciudad de mexico
07008,Chiapas,Ángel Albino Corzo,angel albino corzo,chiapas
10018,Durango,El Oro,el oro,durango
04004,Campeche,Champotón,champoton,campeche
08022,Chihuahua,Dr. Belisario Domínguez,dr. belisario dominguez,chihuahua
08065,Chihuahua,Urique,urique,chihuahua
09014,Ciudad de México,Benito Juárez,benito juarez,ciudad de mexico
08025,Chihuahua,Gómez Farías,gomez farias,chihuahua
05002,Coahuila de Zaragoza,Acuña,acuna,coahuila de zaragoza
07103,Chiapas,Tuzantán,tuzantan,chiapas
07074,Chiapas,Reforma,reforma,chiapas
07091,Chiapas,Tapilula,tapilula,chiapas
08029,Chihuahua,Guadalupe y Calvo,guadalupe y calvo,chihuahua
07125,Chiapas,Honduras de la Sierra,honduras de la sierra,chiapas
07096,Chiapas,Tila,tila,chiapas
07108,Chiapas,Villaflores,villaflores,chiapas
08019,Chihuahua,Chihuahua,chihuahua,chihuahua
07120,Chiapas,Capitán Luis Ángel Vidal,capitan luis angel vidal,chiapas
07123,Chiapas,Emiliano Zapata,emiliano zapata,chiapas
04006,Campeche,Hopelchén,hopelchen,campeche
07064,Chiapas,Oxchuc,oxchuc,chiapas
07098,Chiapas,Totolapa,totolapa,chiapas
07107,Chiapas,Villa Corzo,villa corzo,chiapas
10005,Durango,Durango,durango,durango
07015,Chiapas,Cacahoatán,cacahoatan,chiapas
06004,Colima,Coquimatlán,coquimatlan,colima
06003,Colima,Comala,comala,colima
07036,Chiapas,La Grandeza,la grandeza,chiapas
06007,Colima,Manzanillo,manzanillo,colima
07089,Chiapas,Tapachula,tapachula,chiapas
08012,Chihuahua,Carichí,carichi,chihuahua
01004,Aguascalientes,Cosío,cosio,aguascalientes
10017,Durango,Ocampo,ocampo,durango
09002,Ciudad de México,Azcapotzalco,azcapotzalco,ciudad de mexico
07047,Chiapas,Jitotol,jitotol,chiapas
07076,Chiapas,Sabanilla,sabanilla,chiapas
07029,Chiapas,Chicoasén,chicoasen,chiapas
08049,Chihuahua,Nonoava,nonoava,chihuahua
05020,Coahuila de Zaragoza,Múzquiz,muzquiz,coahuila de zaragoza
07070,Chiapas,El Porvenir,el porvenir,chiapas
08013,Chihuahua,Casas Grandes,casas grandes,chihuahua
10016,Durango,Nombre de Dios,nombre de dios,durango
08018,Chihuahua,Cusihuiriachi,cusihuiriachi,chihuahua
10006,Durango,General Simón Bolívar,general simon bolivar,durango
01011,Aguascalientes,San Francisco de los Romo,san francisco de los romo,aguascalientes
07049,Chiapas,Larráinzar,larrainzar,chiapas
04005,Campeche,Hecelchakán,hecelchakan,campeche
05029,Coahuila de Zaragoza,Sacramento,sacramento,coahuila de zaragoza
03009,Baja California Sur,Loreto,loreto,baja california sur
07030,Chiapas,Chicomuselo,chicomuselo,chiapas
07124,Chiapas,Mezcalapa,mezcalapa,chiapas
08050,Chihuahua,Nuevo Casas Grandes,nuevo casas grandes,chihuahua
08053,Chihuahua,Praxedis G. Guerrero,praxedis g. guerrero,chihuahua
15052,México,Malinalco,malinalco,mexico
15041,México,Ixtapan del Oro,ixtapan del oro,mexico
16027,Michoacán de Ocampo,Chucándiro,chucandiro,michoacan de ocampo
16093,Michoacán de Ocampo,Tlalpujahua,tlalpujahua,michoacan de ocampo
14116,Jalisco,Villa Hidalgo,villa hidalgo,jalisco
15107,México,Tonatico,tonatico,mexico
16031,Michoacán de Ocampo,Epitacio Huerta,epitacio huerta,michoacan de ocampo
14114,Jalisco,Villa Corona,villa corona,jalisco
15103,México,Tlalmanalco,tlalmanalco,mexico
15114,México,Villa Victoria,villa victoria,mexico
15100,México,Tezoyuca,tezoyuca,mexico
16085,Michoacán de Ocampo,Tangancícuaro,tangancicuaro,michoacan de ocampo
14105,Jalisco,Tototlán,tototlan,jalisco
15006,México,Almoloya del Río,almoloya del rio,mexico
15014,México,Atlacomulco,atlacomulco,mexico
17014,Morelos,Mazatepec,mazatepec,morelos
15065,México,Otumba,otumba,mexico
16047,Michoacán de Ocampo,Jungapeo,jungapeo,michoacan de ocampo
14115,Jalisco,Villa Guerrero,villa guerrero,jalisco
16081,Michoacán de Ocampo,Susupuato,susupuato,michoacan de ocampo
16097,Michoacán de Ocampo,Turicato,turicato,michoacan de ocampo
17021,Morelos,Tetecala,tetecala,morelos
17004,Morelos,Ayala,ayala,morelos
15071,México,Polotitlán,polotitlan,mexico
14090,Jalisco,Tenamaxtlán,tenamaxtlan,jalisco
15047,México,Jiquipilco,jiquipilco,mexico
16088,Michoacán de Ocampo,Tarímbaro,tarimbaro,michoacan de ocampo
15012,México,Atizapán,atizapan,mexico
16003,Michoacán de Ocampo,Álvaro Obregón,alvaro obregon,michoacan de ocampo
15020,México,Coacalco de Berriozábal,coacalco de berriozabal,mexico
15064,México,El Oro,el oro,mexico
15121,México,Cuautitlán Izcalli,cuautitlan izcalli,mexico
16098,Michoacán de Ocampo,Tuxpan,tuxpan,michoacan de ocampo
16100,Michoacán de Ocampo,Tzintzuntzan,tzintzuntzan,michoacan de ocampo
14081,Jalisco,Santa María de los Ángeles,santa maria de los angeles,jalisco
14118,Jalisco,Yahualica de González Gallo,yahualica de gonzalez gallo,jalisco
14082,Jalisco,Sayula,sayula,jalisco
15063,México,Ocuilan,ocuilan,mexico
15043,México,Xalatlaco,xalatlaco,mexico
16109,Michoacán de Ocampo,Zináparo,zinaparo,michoacan de ocampo
14100,Jalisco,Tomatlán,tomatlan,jalisco
15105,México,Tlatlaya,tlatlaya,mexico
14089,Jalisco,Techaluta de Montenegro,techaluta de montenegro,jalisco
15022,México,Cocotitlán,cocotitlan,mexico
16075,Michoacán de Ocampo,Los Reyes,los reyes,michoacan de ocampo
17002,Morelos,Atlatlahucan,atlatlahucan,morelos
15005,México,Almoloya de Juárez,almoloya de juarez,mexico
16052,Michoacán de Ocampo,Lázaro Cárdenas,lazaro cardenas,michoacan de ocampo
15072,México,Rayón,rayon,mexico
16044,Michoacán de Ocampo,Jiménez,jimenez,michoacan de ocampo
15039,México,Ixtapaluca,ixtapaluca,mexico
15101,México,Tianguistenco,tianguistenco,mexico
15077,México,San Simón de Guerrero,san simon de guerrero,mexico
15125,México,Tonanitla,tonanitla,mexico
16074,Michoacán de Ocampo,Cojumatlán de Régules,cojumatlan de regules,michoacan de ocampo
15051,México,Lerma,lerma,mexico
16069,Michoacán de Ocampo,La Piedad,la piedad,michoacan de ocampo
16055,Michoacán de Ocampo,Múgica,mugica,michoacan de ocampo
14108,Jalisco,Tuxpan,tuxpan,jalisco
15001,México,Acambay de Ruíz Castañeda,acambay de ruiz castaneda,mexico
15042,México,Ixtlahuaca,ixtlahuaca,mexico
15054,México,Metepec,metepec,mexico
15085,México,Temascalcingo,temascalcingo,mexico
15098,México,Texcalyacac,texcalyacac,mexico
14113,Jalisco,San Gabriel,san gabriel,jalisco
15091,México,Teoloyucan,teoloyucan,mexico
16051,Michoacán de Ocampo,Marcos Castellanos,marcos castellanos,michoacan de ocampo
14097,Jalisco,Tlajomulco de Zúñiga,tlajomulco de zuniga,jalisco
15029,México,Chicoloapan,chicoloapan,mexico
16110,Michoacán de Ocampo,Zinapécuaro,zinapecuaro,michoacan de ocampo
16017,Michoacán de Ocampo,Contepec,contepec,michoacan de ocampo
14085,Jalisco,Tamazula de Gordiano,tamazula de gordiano,jalisco
16083,Michoacán de Ocampo,Tancítaro,tancitaro,michoacan de ocampo
15038,México,Isidro Fabela,isidro fabela,mexico
15113,México,Villa Guerrero,villa guerrero,mexico
16094,Michoacán de Ocampo,Tlazazalca,tlazazalca,michoacan de ocampo
15010,México,Apaxco,apaxco,mexico
15037,México,Huixquilucan,huixquilucan,mexico
16042,Michoacán de Ocampo,Ixtlán,ixtlan,michoacan de ocampo
15118,México,Zinacantepec,zinacantepec,mexico
17009,Morelos,Huitzilac,huitzilac,morelos
14095,Jalisco,Teuchitlán,teuchitlan,jalisco
15024,México,Cuautitlán,cuautitlan,mexico
16018,Michoacán de Ocampo,Copándaro,copandaro,michoacan de ocampo
15070,México,La Paz,la paz,mexico
15087,México,Temoaya,temoaya,mexico
14079,Jalisco,Gómez Farías,gomez farias,jalisco
15016,México,Axapusco,axapusco,mexico
16032,Michoacán de Ocampo,Erongarícuaro,erongaricuaro,michoacan de ocampo
15117,México,Zacualpan,zacualpan,mexico
17018,Morelos,Temixco,temixco,morelos
15031,México,Chimalhuacán,chimalhuacan,mexico
15066,México,Otzoloapan,otzoloapan,mexico
16106,Michoacán de Ocampo,Yurécuaro,yurecuaro,michoacan de ocampo
16072,Michoacán de Ocampo,Queréndaro,querendaro,michoacan de ocampo
16009,Michoacán de Ocampo,Ario,ario,michoacan de ocampo
16101,Michoacán de Ocampo,Tzitzio,tzitzio,michoacan de ocampo
15119,México,Zumpahuacán,zumpahuacan,mexico
16045,Michoacán de Ocampo,Jiquilpan,jiquilpan,michoacan de ocampo
16028,Michoacán de Ocampo,Churintzio,churintzio,michoacan de ocampo
15104,México,Tlalnepantla de Baz,tlalnepantla de baz,mexico
17020,Morelos,Tepoztlán,tepoztlan,morelos
16092,Michoacán de Ocampo,Tiquicheo de Nicolás Romero,tiquicheo de nicolas romero,michoacan de ocampo
14111,Jalisco,Valle de Guadalupe,valle de guadalupe,jalisco
15048,México,Jocotitlán,jocotitlan,mexico
15115,México,Xonacatlán,xonacatlan,mexico
16087,Michoacán de Ocampo,Taretan,taretan,michoacan de ocampo
16036,Michoacán de Ocampo,Huandacareo,huandacareo,michoacan de ocampo
16039,Michoacán de Ocampo,Huiramba,huiramba,michoacan de ocampo
16025,Michoacán de Ocampo,Chilchota,chilchota,michoacan de ocampo
16026,Michoacán de Ocampo,Chinicuila,chinicuila,michoacan de ocampo
17013,Morelos,Jonacatepec de Leandro Valle,jonacatepec de leandro valle,morelos
14122,Jalisco,Zapotitlán de Vadillo,zapotitlan de vadillo,jalisco
16012,Michoacán de Ocampo,Buenavista,buenavista,michoacan de ocampo
16064,Michoacán de Ocampo,Parácuaro,paracuaro,michoacan de ocampo
14109,Jalisco,Unión de San Antonio,union de san antonio,jalisco
17008,Morelos,Emiliano Zapata,emiliano zapata,morelos
14123,Jalisco,Zapotlán del Rey,zapotlan del rey,jalisco
14087,Jalisco,Tecalitlán,tecalitlan,jalisco
15093,México,Tepetlaoxtoc,tepetlaoxtoc,mexico
14091,Jalisco,Teocaltiche,teocaltiche,jalisco
15004,México,Almoloya de Alquisiras,almoloya de alquisiras,mexico
15090,México,Tenango del Valle,tenango del valle,mexico
15076,México,San Mateo Atenco,san mateo atenco,mexico
16019,Michoacán de Ocampo,Cotija,cotija,michoacan de ocampo
16035,Michoacán de Ocampo,La Huacana,la huacana,michoacan de ocampo
15078,México,Santo Tomás,santo tomas,mexico
15080,México,Sultepec,sultepec,mexico
16023,Michoacán de Ocampo,Chavinda,chavinda,michoacan de ocampo
17017,Morelos,Puente de Ixtla,puente de ixtla,morelos
15032,México,Donato Guerra,donato guerra,mexico
16105,Michoacán de Ocampo,Vista Hermosa,vista hermosa,michoacan de ocampo
15120,México,Zumpango,zumpango,mexico
16113,Michoacán de Ocampo,José Sixto Verduzco,jose sixto verduzco,michoacan de ocampo
15073,México,San Antonio la Isla,san antonio la isla,mexico
15124,México,San José del Rincón,san jose del rincon,mexico
16058,Michoacán de Ocampo,Nuevo Parangaricutiro,nuevo parangaricutiro,michoacan de ocampo
16104,Michoacán de Ocampo,Villamar,villamar,michoacan de ocampo
14080,Jalisco,San Sebastián del Oeste,san sebastian del oeste,jalisco
15060,México,Nicolás Romero,nicolas romero,mexico
15099,México,Texcoco,texcoco,mexico
16068,Michoacán de Ocampo,Peribán,periban,michoacan de ocampo
15084,México,Temascalapa,temascalapa,mexico
16008,Michoacán de Ocampo,Aquila,aquila,michoacan de ocampo
15026,México,Chapa de Mota,chapa de mota,mexico
16076,Michoacán de Ocampo,Sahuayo,sahuayo,michoacan de ocampo
17007,Morelos,Cuernavaca,cuernavaca,morelos
14125,Jalisco,San Ignacio Cerro Gordo,san ignacio cerro gordo,jalisco
15021,México,Coatepec Harinas,coatepec harinas,mexico
15097,México,Texcaltitlán,texcaltitlan,mexico
17003,Morelos,Axochiapan,axochiapan,morelos
14093,Jalisco,Tepatitlán de Morelos,tepatitlan de morelos,jalisco
14107,Jalisco,Tuxcueca,tuxcueca,jalisco
15074,México,San Felipe del Progreso,san felipe del progreso,mexico
17010,Morelos,Jantetelco,jantetelco,morelos
14110,Jalisco,Unión de Tula,union de tula,jalisco
15094,México,Tepetlixpa,tepetlixpa,mexico
15122,México,Valle de Chalco Solidaridad,valle de chalco solidaridad,mexico
14117,Jalisco,Cañadas de Obregón,canadas de obregon,jalisco
14104,Jalisco,Totatiche,totatiche,jalisco
15061,México,Nopaltepec,nopaltepec,mexico
16001,Michoacán de Ocampo,Acuitzio,acuitzio,michoacan de ocampo
15062,México,Ocoyoacac,ocoyoacac,mexico
17022,Morelos,Tetela del Volcán,tetela del volcan,morelos
14112,Jalisco,Valle de Juárez,valle de juarez,jalisco
16062,Michoacán de Ocampo,Pajacuarán,pajacuaran,michoacan de ocampo
16030,Michoacán de Ocampo,Ecuandureo,ecuandureo,michoacan de ocampo
16108,Michoacán de Ocampo,Zamora,zamora,michoacan de ocampo
14106,Jalisco,Tuxcacuesco,tuxcacuesco,jalisco
16016,Michoacán de Ocampo,Coeneo,coeneo,michoacan de ocampo
14120,Jalisco,Zapopan,zapopan,jalisco
15050,México,Juchitepec,juchitepec,mexico
15095,México,Tepotzotlán,tepotzotlan,mexico
15018,México,Calimaya,calimaya,mexico
15019,México,Capulhuac,capulhuac,mexico
15055,México,Mexicaltzingo,mexicaltzingo,mexico
15058,México,Nezahualcóyotl,nezahualcoyotl,mexico
16049,Michoacán de Ocampo,Madero,madero,michoacan de ocampo
15116,México,Zacazonapan,zacazonapan,mexico
16063,Michoacán de Ocampo,Panindícuaro,panindicuaro,michoacan de ocampo
16077,Michoacán de Ocampo,San Lucas,san lucas,michoacan de ocampo
15028,México,Chiautla,chiautla,mexico
14094,Jalisco,Tequila,tequila,jalisco
15049,México,Joquicingo,joquicingo,mexico
15108,México,Tultepec,tultepec,mexico
17006,Morelos,Cuautla,cuautla,morelos
15057,México,Naucalpan de Juárez,naucalpan de juarez,mexico
15009,México,Amecameca,amecameca,mexico
15102,México,Timilpan,timilpan,mexico
16024,Michoacán de Ocampo,Cherán,cheran,michoacan de ocampo
15056,México,Morelos,morelos,mexico
16021,Michoacán de Ocampo,Charapan,charapan,michoacan de ocampo
16099,Michoacán de Ocampo,Tuzantla,tuzantla,michoacan de ocampo
15044,México,Jaltenco,jaltenco,mexico
16073,Michoacán de Ocampo,Quiroga,quiroga,michoacan de ocampo
16112,Michoacán de Ocampo,Zitácuaro,zitacuaro,michoacan de ocampo
15003,México,Aculco,aculco,mexico
17001,Morelos,Amacuzac,amacuzac,morelos
15092,México,Teotihuacán,teotihuacan,mexico
15106,México,Toluca,toluca,mexico
15081,México,Tecámac,tecamac,mexico
15067,México,Otzolotepec,otzolotepec,mexico
16015,Michoacán de Ocampo,Coalcomán de Vázquez Pallares,coalcoman de vazquez pallares,michoacan de ocampo
15079,México,Soyaniquilpan de Juárez,soyaniquilpan de juarez,mexico
16010,Michoacán de Ocampo,Arteaga,arteaga,michoacan de ocampo
15053,México,Melchor Ocampo,melchor ocampo,mexico
15059,México,Nextlalpan,nextlalpan,mexico
15109,México,Tultitlán,tultitlan,mexico
15086,México,Temascaltepec,temascaltepec,mexico
14078,Jalisco,San Miguel el Alto,san miguel el alto,jalisco
14119,Jalisco,Zacoalco de Torres,zacoalco de torres,jalisco
15068,México,Ozumba,ozumba,mexico
16054,Michoacán de Ocampo,Morelos,morelos,michoacan de ocampo
16102,Michoacán de Ocampo,Uruapan,uruapan,michoacan de ocampo
16056,Michoacán de Ocampo,Nahuatzen,nahuatzen,michoacan de ocampo
16082,Michoacán de Ocampo,Tacámbaro,tacambaro,michoacan de ocampo
15089,México,Tenango del Aire,tenango del aire,mexico
15069,México,Papalotla,papalotla,mexico
16004,Michoacán de Ocampo,Angamacutiro,angamacutiro,michoacan de ocampo
16029,Michoacán de Ocampo,Churumuco,churumuco,michoacan de ocampo
16006,Michoacán de Ocampo,Apatzingán,apatzingan,michoacan de ocampo
17015,Morelos,Miacatlán,miacatlan,morelos
14102,Jalisco,Tonaya,tonaya,jalisco
16013,Michoacán de Ocampo,Carácuaro,caracuaro,michoacan de ocampo
15008,México,Amatepec,amatepec,mexico
16034,Michoacán de Ocampo,Hidalgo,hidalgo,michoacan de ocampo
16078,Michoacán de Ocampo,Santa Ana Maya,santa ana maya,michoacan de ocampo
16053,Michoacán de Ocampo,Morelia,morelia,michoacan de ocampo
15025,México,Chalco,chalco,mexico
15011,México,Atenco,atenco,mexico
16057,Michoacán de Ocampo,Nocupétaro,nocupetaro,michoacan de ocampo
14096,Jalisco,Tizapán el Alto,tizapan el alto,jalisco
16011,Michoacán de Ocampo,Briseñas,brisenas,michoacan de ocampo
15035,México,Huehuetoca,huehuetoca,mexico
14099,Jalisco,Tolimán,toliman,jalisco
14121,Jalisco,Zapotiltic,zapotiltic,jalisco
16046,Michoacán de Ocampo,Juárez,juarez,michoacan de ocampo
14083,Jalisco,Tala,tala,jalisco
14092,Jalisco,Teocuitatlán de Corona,teocuitatlan de corona,jalisco
15088,México,Tenancingo,tenancingo,mexico
14084,Jalisco,Talpa de Allende,talpa de allende,jalisco
14124,Jalisco,Zapotlanejo,zapotlanejo,jalisco
16022,Michoacán de Ocampo,Charo,charo,michoacan de ocampo
16089,Michoacán de Ocampo,Tepalcatepec,tepalcatepec,michoacan de ocampo
16086,Michoacán de Ocampo,Tanhuato,tanhuato,michoacan de ocampo
14103,Jalisco,Tonila,tonila,jalisco
15045,México,Jilotepec,jilotepec,mexico
15112,México,Villa del Carbón,villa del carbon,mexico
16090,Michoacán de Ocampo,Tingambato,tingambato,michoacan de ocampo
15030,México,Chiconcuac,chiconcuac,mexico
16067,Michoacán de Ocampo,Penjamillo,penjamillo,michoacan de ocampo
16071,Michoacán de Ocampo,Puruándiro,puruandiro,michoacan de ocampo
15023,México,Coyotepec,coyotepec,mexico
16033,Michoacán de Ocampo,Gabriel Zamora,gabriel zamora,michoacan de ocampo
16080,Michoacán de Ocampo,Senguio,senguio,michoacan de ocampo
16040,Michoacán de Ocampo,Indaparapeo,indaparapeo,michoacan de ocampo
15075,México,San Martín de las Pirámides,san martin de las piramides,mexico
15013,México,Atizapán de Zaragoza,atizapan de zaragoza,mexico
16002,Michoacán de Ocampo,Aguililla,aguililla,michoacan de ocampo
16084,Michoacán de Ocampo,Tangamandapio,tangamandapio,michoacan de ocampo
15002,México,Acolman,acolman,mexico
14086,Jalisco,Tapalpa,tapalpa,jalisco
15015,México,Atlautla,atlautla,mexico
16041,Michoacán de Ocampo,Irimbo,irimbo,michoacan de ocampo
16066,Michoacán de Ocampo,Pátzcuaro,patzcuaro,michoacan de ocampo
16096,Michoacán de Ocampo,Tumbiscatío,tumbiscatio,michoacan de ocampo
16103,Michoacán de Ocampo,Venustiano Carranza,venustiano carranza,michoacan de ocampo
15007,México,Amanalco,amanalco,mexico
16111,Michoacán de Ocampo,Ziracuaretiro,ziracuaretiro,michoacan de ocampo
16060,Michoacán de Ocampo,Numarán,numaran,michoacan de ocampo
14098,Jalisco,San Pedro Tlaquepaque,san pedro tlaquepaque,jalisco
15111,México,Villa de Allende,villa de allende,mexico
16050,Michoacán de Ocampo,Maravatío,maravatio,michoacan de ocampo
16095,Michoacán de Ocampo,Tocumbo,tocumbo,michoacan de ocampo
14101,Jalisco,Tonalá,tonala,jalisco
15034,México,Ecatzingo,ecatzingo,mexico
16059,Michoacán de Ocampo,Nuevo Urecho,nuevo urecho,michoacan de ocampo
16038,Michoacán de Ocampo,Huetamo,huetamo,michoacan de ocampo
15036,México,Hueypoxtla,hueypoxtla,mexico
14088,Jalisco,Tecolotlán,tecolotlan,jalisco
16048,Michoacán de Ocampo,Lagunillas,lagunillas,michoacan de ocampo
16061,Michoacán de Ocampo,Ocampo,ocampo,michoacan de ocampo
15096,México,Tequixquiac,tequixquiac,mexico
16091,Michoacán de Ocampo,Tingüindín,tinguindin,michoacan de ocampo
15027,México,Chapultepec,chapultepec,mexico
15046,México,Jilotzingo,jilotzingo,mexico
16005,Michoacán de Ocampo,Angangueo,angangueo,michoacan de ocampo
17016,Morelos,Ocuituco,ocuituco,morelos
16043,Michoacán de Ocampo,Jacona,jacona,michoacan de ocampo
17019,Morelos,Tepalcingo,tepalcingo,morelos
16020,Michoacán de Ocampo,Cuitzeo,cuitzeo,michoacan de ocampo
16037,Michoacán de Ocampo,Huaniqueo,huaniqueo,michoacan de ocampo
16065,Michoacán de Ocampo,Paracho,paracho,michoacan de ocampo
15017,México,Ayapango,ayapango,mexico
17011,Morelos,Jiutepec,jiutepec,morelos
15110,México,Valle de Bravo,valle de bravo,mexico
16107,Michoacán de Ocampo,Zacapu,zacapu,michoacan de ocampo
15040,México,Ixtapan de la Sal,ixtapan de la sal,mexico
16079,Michoacán de Ocampo,Salvador Escalante,salvador escalante,michoacan de ocampo
16007,Michoacán de Ocampo,Aporo,aporo,michoacan de ocampo
17005,Morelos,Coatlán del Río,coatlan del rio,morelos
15082,México,Tejupilco,tejupilco,mexico
17012,Morelos,Jojutla,jojutla,morelos
15083,México,Temamatla,temamatla,mexico
15033,México,Ecatepec de Morelos,ecatepec de morelos,mexico
16014,Michoacán de Ocampo,Coahuayana,coahuayana,michoacan de ocampo
15123,México,Luvianos,luvianos,mexico
16070,Michoacán de Ocampo,Purépero,purepero,michoacan de ocampo
